mode,n_measurements,duration_label,mu_baseline,sigma_baseline,rho,h_init,mde
pooled,2,1yr,0.3,0.1,0.7,0.0,0.18069306930693071
pooled,2,1yr,0.3,0.1,0.7,0.05,0.18399122807017546
pooled,2,1yr,0.3,0.1,0.9,-0.05,0.19197530864197532
pooled,2,1yr,0.3,0.1,0.9,0.0,0.19263698630136988
pooled,2,1yr,0.3,0.1,0.9,0.05,0.20496453900709222
pooled,2,1yr,0.3,0.2,0.5,-0.05,0.13628140703517588
pooled,2,1yr,0.3,0.2,0.5,0.0,0.14424242424242426
pooled,2,1yr,0.3,0.2,0.5,0.05,0.14876923076923076
pooled,2,1yr,0.3,0.2,0.7,-0.05,0.16634615384615387
pooled,2,1yr,0.3,0.2,0.7,0.0,0.17213114754098363
pooled,2,1yr,0.3,0.2,0.7,0.05,0.18296460176991153
pooled,2,1yr,0.3,0.2,0.9,-0.05,0.198
pooled,2,1yr,0.3,0.2,0.9,0.0,0.19524886877828057
pooled,2,1yr,0.3,0.2,0.9,0.05,0.22222222222222224
pooled,2,1yr,0.5,0.1,0.5,-0.05,0.15964467005076144
pooled,2,1yr,0.5,0.1,0.5,0.0,0.1625
pooled,2,1yr,0.5,0.1,0.5,0.05,0.15325443786982249
pooled,2,1yr,0.5,0.1,0.7,-0.05,0.1904977375565611
pooled,2,1yr,0.5,0.1,0.7,0.0,0.18865740740740744
pooled,2,1yr,0.5,0.1,0.7,0.05,0.18514644351464438
pooled,2,1yr,0.5,0.1,0.9,-0.05,0.19767441860465118
pooled,2,1yr,0.5,0.1,0.9,0.0,0.20884146341463417
pooled,2,1yr,0.5,0.1,0.9,0.05,0.2861111111111112
pooled,2,1yr,0.5,0.2,0.5,-0.05,0.14648936170212767
pooled,2,1yr,0.5,0.2,0.5,0.0,0.15480225988700566
pooled,2,1yr,0.5,0.2,0.5,0.05,0.1487027027027027
pooled,2,1yr,0.5,0.2,0.7,-0.05,0.1838709677419355
pooled,2,1yr,0.5,0.2,0.7,0.0,0.18272727272727274
pooled,2,1yr,0.5,0.2,0.7,0.05,0.184
pooled,2,1yr,0.5,0.2,0.9,-0.05,0.19821428571428573
pooled,2,1yr,0.5,0.2,0.9,0.0,0.1967105263157895
pooled,2,1yr,0.5,0.2,0.9,0.05,0.32767857142857143
pooled,2,1yr,0.7,0.1,0.5,-0.05,0.15
pooled,2,1yr,0.7,0.1,0.5,0.0,0.1438235294117647
pooled,2,1yr,0.7,0.1,0.5,0.05,0.13884146341463416
pooled,2,1yr,0.7,0.1,0.7,-0.05,0.18
pooled,2,1yr,0.7,0.1,0.7,0.0,0.17772020725388604
pooled,2,1yr,0.7,0.1,0.7,0.05,0.17954545454545456
pooled,2,1yr,0.7,0.1,0.9,-0.05,0.20314685314685316
pooled,2,1yr,0.7,0.1,0.9,0.0,0.2073529411764706
pooled,2,1yr,0.7,0.1,0.9,0.05,
pooled,2,1yr,0.7,0.2,0.5,-0.05,0.1564102564102564
pooled,2,1yr,0.7,0.2,0.5,0.0,0.15196078431372548
pooled,2,1yr,0.7,0.2,0.5,0.05,0.15034246575342466
pooled,2,1yr,0.7,0.2,0.7,-0.05,0.1815068493150685
pooled,2,1yr,0.7,0.2,0.7,0.0,0.18210227272727275
pooled,2,1yr,0.7,0.2,0.7,0.05,0.19972067039106145
pooled,2,1yr,0.7,0.2,0.9,-0.05,0.19883268482490274
pooled,2,1yr,0.7,0.2,0.9,0.0,0.22522522522522526
pooled,2,1yr,0.7,0.2,0.9,0.05,
pooled,2,6mo,0.3,0.1,0.5,-0.05,0.1775
pooled,2,6mo,0.3,0.1,0.5,0.0,0.1863636363636364
pooled,2,6mo,0.3,0.1,0.5,0.05,0.19202586206896555
pooled,2,6mo,0.3,0.1,0.7,-0.05,0.18900000000000003
pooled,2,6mo,0.3,0.1,0.7,0.0,0.19871794871794873
pooled,2,6mo,0.3,0.1,0.7,0.05,0.2147239263803681
pooled,2,6mo,0.3,0.1,0.9,-0.05,0.1810810810810811
pooled,2,6mo,0.3,0.1,0.9,0.0,0.20700000000000002
pooled,2,6mo,0.3,0.1,0.9,0.05,0.23134328358208958
pooled,2,6mo,0.3,0.2,0.5,-0.05,0.17425742574257427
pooled,2,6mo,0.3,0.2,0.5,0.0,0.18021390374331553
pooled,2,6mo,0.3,0.2,0.5,0.05,0.1898809523809524
pooled,2,6mo,0.3,0.2,0.7,-0.05,0.18689839572192515
pooled,2,6mo,0.3,0.2,0.7,0.0,0.1963829787234043
pooled,2,6mo,0.3,0.2,0.7,0.05,0.2069672131147541
pooled,2,6mo,0.3,0.2,0.9,-0.05,0.18128342245989307
pooled,2,6mo,0.3,0.2,0.9,0.0,0.19566210045662102
pooled,2,6mo,0.3,0.2,0.9,0.05,0.24080459770114945
pooled,2,6mo,0.5,0.1,0.5,-0.05,0.19799107142857145
pooled,2,6mo,0.5,0.1,0.5,0.0,0.19457364341085273
pooled,2,6mo,0.5,0.1,0.5,0.05,0.1920081967213115
pooled,2,6mo,0.5,0.1,0.7,-0.05,0.2240223463687151
pooled,2,6mo,0.5,0.1,0.7,0.0,0.22810650887573966
pooled,2,6mo,0.5,0.1,0.7,0.05,0.22192982456140353
pooled,2,6mo,0.5,0.1,0.9,-0.05,0.20602836879432626
pooled,2,6mo,0.5,0.1,0.9,0.0,0.2322033898305085
pooled,2,6mo,0.5,0.1,0.9,0.05,
pooled,2,6mo,0.5,0.2,0.5,-0.05,0.18951965065502185
pooled,2,6mo,0.5,0.2,0.5,0.0,0.19282786885245903
pooled,2,6mo,0.5,0.2,0.5,0.05,0.19334862385321103
pooled,2,6mo,0.5,0.2,0.7,-0.05,0.21692307692307694
pooled,2,6mo,0.5,0.2,0.7,0.0,0.21843971631205678
pooled,2,6mo,0.5,0.2,0.7,0.05,0.22214285714285717
pooled,2,6mo,0.5,0.2,0.9,-0.05,0.20777777777777778
pooled,2,6mo,0.5,0.2,0.9,0.0,0.23671875000000003
pooled,2,6mo,0.5,0.2,0.9,0.05,
pooled,2,6mo,0.7,0.1,0.5,-0.05,0.1940298507462687
pooled,2,6mo,0.7,0.1,0.5,0.0,0.1917553191489362
pooled,2,6mo,0.7,0.1,0.5,0.05,0.17931034482758623
pooled,2,6mo,0.7,0.1,0.7,-0.05,0.23243243243243245
pooled,2,6mo,0.7,0.1,0.7,0.0,0.23508064516129035
pooled,2,6mo,0.7,0.1,0.7,0.05,0.29183673469387755
pooled,2,6mo,0.7,0.1,0.9,-0.05,0.2335403726708075
pooled,2,6mo,0.7,0.1,0.9,0.0,
pooled,2,6mo,0.7,0.1,0.9,0.05,
pooled,2,6mo,0.7,0.2,0.5,-0.05,0.19607329842931942
pooled,2,6mo,0.7,0.2,0.5,0.0,0.2009009009009009
pooled,2,6mo,0.7,0.2,0.5,0.05,0.19637681159420292
pooled,2,6mo,0.7,0.2,0.7,-0.05,0.22972972972972977
pooled,2,6mo,0.7,0.2,0.7,0.0,0.25877192982456143
pooled,2,6mo,0.7,0.2,0.7,0.05,0.2889830508474577
pooled,2,6mo,0.7,0.2,0.9,-0.05,0.2254166666666667
pooled,2,6mo,0.7,0.2,0.9,0.0,0.34939759036144585
pooled,2,6mo,0.7,0.2,0.9,0.05,
pooled,3,1.5yr,0.3,0.1,0.5,-0.05,0.10880503144654088
pooled,3,1.5yr,0.3,0.1,0.5,0.0,0.11773049645390071
pooled,3,1.5yr,0.3,0.1,0.5,0.05,0.12372262773722628
pooled,3,1.5yr,0.3,0.1,0.7,-0.05,0.1271830985915493
pooled,3,1.5yr,0.3,0.1,0.7,0.0,0.1414736842105263
pooled,3,1.5yr,0.3,0.1,0.7,0.05,0.15198863636363635
pooled,3,1.5yr,0.3,0.1,0.9,-0.05,0.18085937500000002
pooled,3,1.5yr,0.3,0.1,0.9,0.0,0.1792857142857143
pooled,3,1.5yr,0.3,0.1,0.9,0.05,0.18519417475728156
pooled,3,1.5yr,0.3,0.2,0.5,-0.05,0.10857142857142858
pooled,3,1.5yr,0.3,0.2,0.5,0.0,0.11435483870967743
pooled,3,1.5yr,0.3,0.2,0.5,0.05,0.11814569536423841
pooled,3,1.5yr,0.3,0.2,0.7,-0.05,0.13038461538461538
pooled,3,1.5yr,0.3,0.2,0.7,0.0,0.13582417582417583
pooled,3,1.5yr,0.3,0.2,0.7,0.05,0.1433175355450237
pooled,3,1.5yr,0.3,0.2,0.9,-0.05,0.1906374501992032
pooled,3,1.5yr,0.3,0.2,0.9,0.0,0.17574257425742576
pooled,3,1.5yr,0.3,0.2,0.9,0.05,0.19174107142857144
pooled,3,1.5yr,0.5,0.1,0.5,-0.05,0.1260839160839161
pooled,3,1.5yr,0.5,0.1,0.5,0.0,0.12608108108108107
pooled,3,1.5yr,0.5,0.1,0.5,0.05,0.12627906976744185
pooled,3,1.5yr,0.5,0.1,0.7,-0.05,0.1479611650485437
pooled,3,1.5yr,0.5,0.1,0.7,0.0,0.15597826086956523
pooled,3,1.5yr,0.5,0.1,0.7,0.05,0.14818681318681318
pooled,3,1.5yr,0.5,0.1,0.9,-0.05,0.18580508474576274
pooled,3,1.5yr,0.5,0.1,0.9,0.0,0.19150943396226416
pooled,3,1.5yr,0.5,0.1,0.9,0.05,0.22222222222222224
pooled,3,1.5yr,0.5,0.2,0.5,-0.05,0.11768786127167631
pooled,3,1.5yr,0.5,0.2,0.5,0.0,0.1202158273381295
pooled,3,1.5yr,0.5,0.2,0.5,0.05,0.11924050632911393
pooled,3,1.5yr,0.5,0.2,0.7,-0.05,0.14397058823529413
pooled,3,1.5yr,0.5,0.2,0.7,0.0,0.14837837837837836
pooled,3,1.5yr,0.5,0.2,0.7,0.05,0.1476923076923077
pooled,3,1.5yr,0.5,0.2,0.9,-0.05,0.18484848484848487
pooled,3,1.5yr,0.5,0.2,0.9,0.0,0.18467336683417088
pooled,3,1.5yr,0.5,0.2,0.9,0.05,0.24035087719298248
pooled,3,1.5yr,0.7,0.1,0.5,-0.05,0.12343373493975904
pooled,3,1.5yr,0.7,0.1,0.5,0.0,0.11645390070921986
pooled,3,1.5yr,0.7,0.1,0.5,0.05,0.11048275862068967
pooled,3,1.5yr,0.7,0.1,0.7,-0.05,0.1474869109947644
pooled,3,1.5yr,0.7,0.1,0.7,0.0,0.13863013698630136
pooled,3,1.5yr,0.7,0.1,0.7,0.05,0.13729166666666667
pooled,3,1.5yr,0.7,0.1,0.9,-0.05,0.18600000000000003
pooled,3,1.5yr,0.7,0.1,0.9,0.0,0.17354497354497356
pooled,3,1.5yr,0.7,0.1,0.9,0.05,
pooled,3,1.5yr,0.7,0.2,0.5,-0.05,0.11819444444444445
pooled,3,1.5yr,0.7,0.2,0.5,0.0,0.11820689655172414
pooled,3,1.5yr,0.7,0.2,0.5,0.05,0.11486842105263159
pooled,3,1.5yr,0.7,0.2,0.7,-0.05,0.14365714285714287
pooled,3,1.5yr,0.7,0.2,0.7,0.0,0.14413793103448277
pooled,3,1.5yr,0.7,0.2,0.7,0.05,0.1487272727272727
pooled,3,1.5yr,0.7,0.2,0.9,-0.05,0.18326180257510732
pooled,3,1.5yr,0.7,0.2,0.9,0.0,0.1828828828828829
pooled,3,1.5yr,0.7,0.2,0.9,0.05,
pooled,3,1yr,0.3,0.1,0.5,-0.05,0.11430463576158942
pooled,3,1yr,0.3,0.1,0.5,0.0,0.12163265306122449
pooled,3,1yr,0.3,0.1,0.5,0.05,0.1268702290076336
pooled,3,1yr,0.3,0.1,0.7,-0.05,0.13534351145038168
pooled,3,1yr,0.3,0.1,0.7,0.0,0.1481443298969072
pooled,3,1yr,0.3,0.1,0.7,0.05,0.1521472392638037
pooled,3,1yr,0.3,0.1,0.9,-0.05,0.17173913043478262
pooled,3,1yr,0.3,0.1,0.9,0.0,0.17745098039215687
pooled,3,1yr,0.3,0.1,0.9,0.05,0.18298755186721993
pooled,3,1yr,0.3,0.2,0.5,-0.05,0.11164835164835166
pooled,3,1yr,0.3,0.2,0.5,0.0,0.1168421052631579
pooled,3,1yr,0.3,0.2,0.5,0.05,0.12552147239263803
pooled,3,1yr,0.3,0.2,0.7,-0.05,0.13594285714285714
pooled,3,1yr,0.3,0.2,0.7,0.0,0.14296875
pooled,3,1yr,0.3,0.2,0.7,0.05,0.1534090909090909
pooled,3,1yr,0.3,0.2,0.9,-0.05,0.17995391705069125
pooled,3,1yr,0.3,0.2,0.9,0.0,0.1741025641025641
pooled,3,1yr,0.3,0.2,0.9,0.05,0.18696682464454978
pooled,3,1yr,0.5,0.1,0.5,-0.05,0.12914634146341464
pooled,3,1yr,0.5,0.1,0.5,0.0,0.12959183673469388
pooled,3,1yr,0.5,0.1,0.5,0.05,0.1316860465116279
pooled,3,1yr,0.5,0.1,0.7,-0.05,0.152317880794702
pooled,3,1yr,0.5,0.1,0.7,0.0,0.16167512690355332
pooled,3,1yr,0.5,0.1,0.7,0.05,0.16055555555555556
pooled,3,1yr,0.5,0.1,0.9,-0.05,0.18230088495575222
pooled,3,1yr,0.5,0.1,0.9,0.0,0.18199152542372882
pooled,3,1yr,0.5,0.1,0.9,0.05,0.228421052631579
pooled,3,1yr,0.5,0.2,0.5,-0.05,0.12390410958904109
pooled,3,1yr,0.5,0.2,0.5,0.0,0.12717791411042945
pooled,3,1yr,0.5,0.2,0.5,0.05,0.12675
pooled,3,1yr,0.5,0.2,0.7,-0.05,0.15111731843575418
pooled,3,1yr,0.5,0.2,0.7,0.0,0.14907692307692308
pooled,3,1yr,0.5,0.2,0.7,0.05,0.1483248730964467
pooled,3,1yr,0.5,0.2,0.9,-0.05,0.17905982905982906
pooled,3,1yr,0.5,0.2,0.9,0.0,0.1834158415841584
pooled,3,1yr,0.5,0.2,0.9,0.05,0.24603174603174605
pooled,3,1yr,0.7,0.1,0.5,-0.05,0.13016129032258064
pooled,3,1yr,0.7,0.1,0.5,0.0,0.12058441558441559
pooled,3,1yr,0.7,0.1,0.5,0.05,0.11318435754189944
pooled,3,1yr,0.7,0.1,0.7,-0.05,0.1492462311557789
pooled,3,1yr,0.7,0.1,0.7,0.0,0.14380434782608698
pooled,3,1yr,0.7,0.1,0.7,0.05,0.14102189781021898
pooled,3,1yr,0.7,0.1,0.9,-0.05,0.1866666666666667
pooled,3,1yr,0.7,0.1,0.9,0.0,0.17800000000000002
pooled,3,1yr,0.7,0.1,0.9,0.05,
pooled,3,1yr,0.7,0.2,0.5,-0.05,0.12631578947368421
pooled,3,1yr,0.7,0.2,0.5,0.0,0.12253521126760564
pooled,3,1yr,0.7,0.2,0.5,0.05,0.11949685534591195
pooled,3,1yr,0.7,0.2,0.7,-0.05,0.15
pooled,3,1yr,0.7,0.2,0.7,0.0,0.1528125
pooled,3,1yr,0.7,0.2,0.7,0.05,0.15974842767295597
pooled,3,1yr,0.7,0.2,0.9,-0.05,0.18155555555555558
pooled,3,1yr,0.7,0.2,0.9,0.0,0.19480519480519484
pooled,3,1yr,0.7,0.2,0.9,0.05,
pooled,3,6mo,0.3,0.1,0.5,-0.05,0.14682119205298014
pooled,3,6mo,0.3,0.1,0.5,0.0,0.14973684210526314
pooled,3,6mo,0.3,0.1,0.5,0.05,0.1551948051948052
pooled,3,6mo,0.3,0.1,0.7,-0.05,0.15911602209944753
pooled,3,6mo,0.3,0.1,0.7,0.0,0.17185792349726778
pooled,3,6mo,0.3,0.1,0.7,0.05,0.18043478260869567
pooled,3,6mo,0.3,0.1,0.9,-0.05,0.1564814814814815
pooled,3,6mo,0.3,0.1,0.9,0.0,0.18177083333333335
pooled,3,6mo,0.3,0.1,0.9,0.05,0.19648241206030154
pooled,3,6mo,0.3,0.2,0.5,-0.05,0.14104712041884818
pooled,3,6mo,0.3,0.2,0.5,0.0,0.14814814814814814
pooled,3,6mo,0.3,0.2,0.5,0.05,0.1568421052631579
pooled,3,6mo,0.3,0.2,0.7,-0.05,0.16126373626373627
pooled,3,6mo,0.3,0.2,0.7,0.0,0.16894736842105265
pooled,3,6mo,0.3,0.2,0.7,0.05,0.17785388127853882
pooled,3,6mo,0.3,0.2,0.9,-0.05,0.16350574712643678
pooled,3,6mo,0.3,0.2,0.9,0.0,0.17784431137724555
pooled,3,6mo,0.3,0.2,0.9,0.05,0.20990990990990993
pooled,3,6mo,0.5,0.1,0.5,-0.05,0.16146496815286626
pooled,3,6mo,0.5,0.1,0.5,0.0,0.16382978723404257
pooled,3,6mo,0.5,0.1,0.5,0.05,0.1689130434782609
pooled,3,6mo,0.5,0.1,0.7,-0.05,0.18571428571428572
pooled,3,6mo,0.5,0.1,0.7,0.0,0.1870558375634518
pooled,3,6mo,0.5,0.1,0.7,0.05,0.18512820512820516
pooled,3,6mo,0.5,0.1,0.9,-0.05,0.18847926267281107
pooled,3,6mo,0.5,0.1,0.9,0.0,0.19811320754716982
pooled,3,6mo,0.5,0.1,0.9,0.05,0.30707070707070705
pooled,3,6mo,0.5,0.2,0.5,-0.05,0.15538922155688623
pooled,3,6mo,0.5,0.2,0.5,0.0,0.1554913294797688
pooled,3,6mo,0.5,0.2,0.5,0.05,0.15873493975903616
pooled,3,6mo,0.5,0.2,0.7,-0.05,0.1768229166666667
pooled,3,6mo,0.5,0.2,0.7,0.0,0.18229166666666669
pooled,3,6mo,0.5,0.2,0.7,0.05,0.18391959798994978
pooled,3,6mo,0.5,0.2,0.9,-0.05,0.18191056910569106
pooled,3,6mo,0.5,0.2,0.9,0.0,0.19222689075630256
pooled,3,6mo,0.5,0.2,0.9,0.05,0.32613636363636367
pooled,3,6mo,0.7,0.1,0.5,-0.05,0.1574074074074074
pooled,3,6mo,0.7,0.1,0.5,0.0,0.15705128205128205
pooled,3,6mo,0.7,0.1,0.5,0.05,0.1430357142857143
pooled,3,6mo,0.7,0.1,0.7,-0.05,0.1855140186915888
pooled,3,6mo,0.7,0.1,0.7,0.0,0.18351351351351353
pooled,3,6mo,0.7,0.1,0.7,0.05,0.19134078212290506
pooled,3,6mo,0.7,0.1,0.9,-0.05,0.20833333333333334
pooled,3,6mo,0.7,0.1,0.9,0.0,0.2767605633802817
pooled,3,6mo,0.7,0.1,0.9,0.05,
pooled,3,6mo,0.7,0.2,0.5,-0.05,0.16593406593406596
pooled,3,6mo,0.7,0.2,0.5,0.0,0.16484848484848486
pooled,3,6mo,0.7,0.2,0.5,0.05,0.164
pooled,3,6mo,0.7,0.2,0.7,-0.05,0.18803191489361704
pooled,3,6mo,0.7,0.2,0.7,0.0,0.18459595959595962
pooled,3,6mo,0.7,0.2,0.7,0.05,0.21402439024390246
pooled,3,6mo,0.7,0.2,0.9,-0.05,0.197196261682243
pooled,3,6mo,0.7,0.2,0.9,0.0,0.2694736842105263
pooled,3,6mo,0.7,0.2,0.9,0.05,
