mode,n_measurements,study_end_week,duration_label,mu_baseline,sigma_baseline,target_att,rho,h_init,power,mean_att,mean_se,sd_att
pooled,3,26,6mo,0.5,0.2,0.2,0.7,-0.05,0.889,0.2198945964439258,0.06823817112785824,0.06595022885300936
pooled,3,26,6mo,0.5,0.2,0.25,0.9,0.0,0.928,0.24750926088883832,0.07192309185029175,0.07129766779659345
pooled,3,26,6mo,0.7,0.1,0.02,0.9,0.05,0.057,0.017159031227058412,0.05330321971708541,0.05387135718131049
pooled,3,26,6mo,0.5,0.2,0.3,0.5,0.0,1.0,0.2994994969439739,0.058390159490203965,0.05844729328481879
pooled,3,26,6mo,0.5,0.2,0.4,0.7,0.05,1.0,0.3329391070088119,0.06649311161496575,0.06535754588351213
pooled,3,26,6mo,0.5,0.2,0.3,0.5,0.05,0.999,0.29172369807686,0.05809301681011158,0.05796995282056711
pooled,3,26,6mo,0.5,0.2,0.25,0.5,0.05,0.987,0.2529813116996243,0.0579431119367567,0.05997794186648592
pooled,3,26,6mo,0.5,0.2,0.4,0.9,0.05,0.865,0.21958825284300748,0.06984684614800794,0.0690173152442264
pooled,3,26,6mo,0.7,0.1,0.02,0.9,-0.05,0.047,0.024053954295538492,0.07616726101064605,0.07305727357780033
pooled,3,26,6mo,0.7,0.1,0.02,0.5,0.0,0.069,0.018323198414909484,0.05724296959121649,0.05777053921180583
pooled,3,26,6mo,0.7,0.1,0.02,0.7,0.0,0.065,0.021579514220336875,0.06620853602801978,0.06802046450300017
pooled,3,26,6mo,0.7,0.1,0.05,0.5,-0.05,0.147,0.056350262322371863,0.05941828880686923,0.059321225635163156
pooled,3,26,6mo,0.7,0.1,0.05,0.5,0.05,0.186,0.056472522312648266,0.05281965632928132,0.05279275747053928
pooled,3,26,6mo,0.5,0.2,0.25,0.7,-0.05,0.974,0.2652047584841641,0.06821462725346705,0.06809577316140086
pooled,3,26,6mo,0.5,0.2,0.2,0.5,0.05,0.937,0.20698101601561933,0.05809600890555251,0.05696544818616318
pooled,3,26,6mo,0.5,0.2,0.3,0.7,-0.05,0.993,0.31264804819614767,0.0673360639168241,0.06599824017851137
pooled,3,26,6mo,0.7,0.1,0.02,0.7,0.05,0.063,0.024995161372278415,0.05978422388349982,0.0591005360971661
pooled,3,26,6mo,0.7,0.1,0.02,0.7,-0.05,0.057,0.02148911985845302,0.0702983135303375,0.07048119312844492
pooled,3,26,6mo,0.5,0.2,0.4,0.7,0.0,1.0,0.3623019454038638,0.06726872353619288,0.06630426575742394
pooled,3,26,6mo,0.7,0.1,0.05,0.5,0.0,0.179,0.05767036380679232,0.05675951354781464,0.05853162475063243
pooled,3,26,6mo,0.5,0.2,0.4,0.5,0.05,1.0,0.3542708121221979,0.05865400207364697,0.059209963388945464
pooled,3,26,6mo,0.5,0.2,0.4,0.5,-0.05,1.0,0.38041255229399096,0.058561046433558965,0.05693520416903245
pooled,3,26,6mo,0.5,0.2,0.4,0.5,0.0,1.0,0.3709239089393379,0.05901403360113147,0.0600898006080894
pooled,3,26,6mo,0.7,0.1,0.02,0.9,0.0,0.055,0.02338005549778451,0.06911465377557076,0.06740099654769784
pooled,3,26,6mo,0.5,0.2,0.2,0.5,-0.05,0.949,0.2134703450380171,0.058635493876052595,0.05805258017773801
pooled,3,26,6mo,0.5,0.2,0.3,0.7,0.0,0.993,0.3000195093155866,0.06744817090189605,0.0671720026460119
pooled,3,26,6mo,0.5,0.2,0.25,0.7,0.0,0.968,0.2579637907794732,0.06749335209501876,0.06552640554173551
pooled,3,26,6mo,0.5,0.2,0.25,0.5,-0.05,0.993,0.2605118619943582,0.05838014696929709,0.058738787964100855
pooled,3,26,6mo,0.5,0.2,0.2,0.9,-0.05,0.889,0.22719948588721983,0.0711526640161828,0.07216444693668027
pooled,3,26,6mo,0.5,0.2,0.2,0.5,0.0,0.954,0.2144705392250264,0.05869138506786895,0.058282100661266864
pooled,3,26,6mo,0.5,0.2,0.25,0.7,0.05,0.946,0.2419034872693361,0.06609764732605335,0.06584963329113078
pooled,3,26,6mo,0.5,0.2,0.2,0.7,0.0,0.868,0.21716727430825736,0.06790283408638954,0.06941613566842314
pooled,3,26,6mo,0.5,0.2,0.2,0.7,0.05,0.864,0.20938379140908853,0.06663409301789613,0.06683196520408928
pooled,3,26,6mo,0.7,0.1,0.05,0.7,0.05,0.145,0.05318868127264761,0.05863696298227264,0.058203134782001696
pooled,3,26,6mo,0.7,0.1,0.05,0.9,-0.05,0.117,0.059627713184334664,0.0762207263450858,0.07593225763147357
pooled,3,26,6mo,0.7,0.1,0.08,0.5,-0.05,0.328,0.09087735522362105,0.05887661235011147,0.06079695378216943
pooled,3,26,6mo,0.7,0.1,0.05,0.7,0.0,0.139,0.05609212159623172,0.06572665866117727,0.06590835818027471
pooled,3,26,6mo,0.7,0.1,0.05,0.7,-0.05,0.117,0.05827048389943192,0.06943843843076047,0.06825686505882068
pooled,3,26,6mo,0.7,0.1,0.08,0.9,-0.05,0.243,0.0933301477630117,0.07583227745380543,0.07660043996248259
pooled,3,26,6mo,0.7,0.1,0.08,0.9,0.05,0.132,0.047613153715678085,0.052601798348785464,0.04968948788957327
pooled,3,26,6mo,0.7,0.1,0.08,0.5,0.05,0.369,0.08838611580839546,0.05188748792974525,0.05139307620122415
pooled,3,26,6mo,0.7,0.1,0.08,0.5,0.0,0.341,0.08927126009972769,0.05606441572998852,0.055461363134090294
pooled,3,26,6mo,0.7,0.1,0.1,0.7,0.05,0.404,0.10178008937666162,0.05742657420306526,0.05912724259900464
